"id_text","id_reply","moral","focusPolo","reply","polo_reply","conversation"
"1087325334524055552","1087325819775733760","nessuna morale/off-topic",,"nessuna morale/off-topic",,
"1087425377826426880","1087434464089776128",,"valore proibitivo",,"valore proibitivo","stesso argomento"
"1087442561944481793","1087672473682931713",,"valore proibitivo",,,"stesso argomento"
"1087454632794718208","1087472324469837824","nessuna morale/off-topic",,,,"nessuna"
"1087673857048276993","1087819365322555392","care/harm","valore prescrittivo","care/harm",,"attacca"
"1087870585525424131","1087967889200766976","authority/subversion","valore proibitivo","fairness/cheating","valore proibitivo","stesso argomento"
"1088002875274522625","1088170690577092610","fairness/cheating","valore proibitivo","fairness/cheating","valore proibitivo","supporta"
"1088069640570449921","1088231388560674819","care/harm","valore proibitivo","fairness/cheating","valore proibitivo","stesso argomento"
"1088357399436709889","1088372286586081280","loyalty/betrayal","valore prescrittivo",,"valore proibitivo","attacca"
"1088409975658070016","1088447886352822272","purity/degradation","valore proibitivo",,"valore proibitivo",
"1088446571245592578","1088456952017936384",,,"care/harm","valore prescrittivo","stesso argomento"
"1088498358883414016","1088521407284367360",,"valore prescrittivo",,"valore proibitivo","attacca"
"1088564826853568513","1088568921068879872","loyalty/betrayal","valore proibitivo","fairness/cheating","valore proibitivo","supporta"
"1088782600989274112","1088786508558073861","fairness/cheating","valore proibitivo","care/harm","valore proibitivo","stesso argomento"
"1088803103539937280","1088862480582037505","fairness/cheating","valore prescrittivo",,"valore proibitivo","attacca"
"1089138688955744256","1089144204419350528",,"valore proibitivo","fairness/cheating","valore prescrittivo","attacca"
"1089290436026474497","1089444294438596610",,"valore proibitivo",,"valore proibitivo","supporta"
"1089489932454899712","1089490541950193664",,,"fairness/cheating","valore proibitivo","attacca"
"1089490735991320578","1089529005655642112",,"valore proibitivo",,"valore proibitivo","attacca"
"1089497500220882945","1089615689973989376","care/harm","valore prescrittivo","fairness/cheating","valore proibitivo","attacca"
"1089508667387301888","1089519826912067586","nessuna morale/off-topic",,"fairness/cheating","valore proibitivo","stesso argomento"
"1089525964009324546","1089942108641873920",,"valore prescrittivo",,"valore proibitivo","attacca"
"1089576356554465280","1089577691198705670",,"valore proibitivo","fairness/cheating","valore proibitivo","stesso argomento"
"1089585526380867585","1089587415638032384","care/harm","valore prescrittivo","care/harm","valore prescrittivo","supporta"
"1089635347250794498","1089893073738518528","fairness/cheating","valore proibitivo","care/harm","valore prescrittivo","supporta"
"1089792736050450433","1089835514268733440","care/harm","valore prescrittivo",,"valore proibitivo","stesso argomento"
"1089845090871328768","1089850179208036352","loyalty/betrayal","valore proibitivo","loyalty/betrayal","valore prescrittivo","attacca"
"1089909077419929600","1089999540441231360","authority/subversion","valore proibitivo","fairness/cheating","valore proibitivo","supporta"
"1089965600917602304","1090138081343295493","loyalty/betrayal","valore proibitivo","fairness/cheating","valore proibitivo","supporta"
"1089978932345090049","1090524808444555265","fairness/cheating","valore prescrittivo","loyalty/betrayal","valore proibitivo","attacca"
"1090008657700495361","1090465913474818048",,"valore proibitivo",,"valore proibitivo","supporta"
"1090030029512327169","1090033638757093376",,"valore proibitivo","fairness/cheating","valore proibitivo","attacca"
"1090189947783561217","1090190255465082880",,,,"valore proibitivo","attacca"
"1090235543525429249","1090267789590376450",,"valore prescrittivo","fairness/cheating","valore proibitivo","stesso argomento"
"1090256425568235520","1090257982586204160","nessuna morale/off-topic",,"loyalty/betrayal","valore proibitivo","supporta"
"1090258078614749185","1090258604395909121","nessuna morale/off-topic",,"nessuna morale/off-topic",,"nessuna"
"1090323238238982146","1090739325241823232","fairness/cheating","valore prescrittivo","fairness/cheating","valore prescrittivo","attacca"
"1090341099510644736","1090356595530387456","loyalty/betrayal","valore proibitivo",,"valore prescrittivo","stesso argomento"
"1090560358346039296","1090564340955131904","nessuna morale/off-topic",,,"valore proibitivo","nessuna"
"1090724190968299522","1090869526760177664","care/harm","valore proibitivo",,"valore proibitivo","stesso argomento"
"1090734037935759366","1090875106430251008","loyalty/betrayal","valore prescrittivo","loyalty/betrayal","valore proibitivo","supporta"
"1090909478600536064","1091321701756010500","care/harm","valore proibitivo",,"valore proibitivo",
"1090938157862924288","1091240611741646848",,"valore proibitivo",,"valore proibitivo","supporta"
"1090948561829797888","1090961875586764800","fairness/cheating","valore proibitivo","fairness/cheating","valore proibitivo","stesso argomento"
"1090973070595145728","1090978236408963072","nessuna morale/off-topic",,"fairness/cheating","valore proibitivo","stesso argomento"
"1091037442818347009","1091367840341520385","loyalty/betrayal","valore proibitivo",,"valore proibitivo","attacca"
"1091061045916065792","1091431172436054017",,"valore proibitivo",,"valore proibitivo","attacca"
"1091064945532436480","1091452929549262849",,,,"valore proibitivo","stesso argomento"
"1091341948559024128","1091343287372431360",,,,,"stesso argomento"
"1091360957404725249","1091362723554885632","nessuna morale/off-topic",,"fairness/cheating","valore proibitivo","stesso argomento"
"1091361555650957313","1091663536584122369","loyalty/betrayal","valore proibitivo","loyalty/betrayal","valore proibitivo","stesso argomento"
"1091647082174300160","1091660279497322496","fairness/cheating","valore proibitivo",,,"attacca"
"1092005044009029632","1092044819948597248",,"valore proibitivo",,"valore proibitivo","supporta"
"1092319236343644160","1092373409516924929","nessuna morale/off-topic",,"nessuna morale/off-topic",,"nessuna"
"1092533902911127552","1092740565744185346",,,"fairness/cheating","valore proibitivo","stesso argomento"
"1092749926302404609","1092801658017452034","nessuna morale/off-topic",,"loyalty/betrayal","valore proibitivo","stesso argomento"
"1092832778981396487","1092867164682375168",,"valore proibitivo",,"valore proibitivo","stesso argomento"
"1093075053678346240","1093918265141837826","authority/subversion","valore prescrittivo","fairness/cheating","valore proibitivo","stesso argomento"
"1093083623018979329","1093094823861596160","authority/subversion","valore proibitivo",,"valore proibitivo","attacca"
"1093102009270652928","1093103810464096256","loyalty/betrayal","valore prescrittivo","fairness/cheating","valore proibitivo","attacca"
"1093111225108647936","1093112643060146178","authority/subversion","valore proibitivo","loyalty/betrayal","valore proibitivo","attacca"
"1093551276724572160","1093569712976551936","care/harm","valore proibitivo",,"valore proibitivo","stesso argomento"
"1093634804640296960","1094353758341992449","loyalty/betrayal","valore proibitivo","loyalty/betrayal","valore proibitivo","attacca"
"1094201062024769536","1094207742133354496",,"valore prescrittivo",,"valore proibitivo","attacca"
"1094245938670067713","1094248105636253696",,"valore prescrittivo",,"valore prescrittivo","supporta"
"1094251494667358208","1094256949733003265",,"valore proibitivo","authority/subversion","valore proibitivo",
"1094348464530571264","1094542286577295360","fairness/cheating","valore proibitivo","loyalty/betrayal","valore proibitivo","stesso argomento"
"1094393292626845696","1094398824448253953",,"valore proibitivo",,,"supporta"
"1094395472020680704","1094396071562883073","loyalty/betrayal","valore proibitivo",,"valore prescrittivo","attacca"
"1094397692426534914","1094585659782770689","nessuna morale/off-topic",,,"valore proibitivo","stesso argomento"
"1094525661295923200","1094541409896538112","nessuna morale/off-topic",,"fairness/cheating","valore prescrittivo",
"1094529974583865345","1094548691325763584",,"valore proibitivo",,"valore proibitivo","attacca"
"1094537165143457792","1094539309863092226","care/harm","valore proibitivo","loyalty/betrayal","valore prescrittivo","attacca"
"1094704000388292609","1094704673435672576","fairness/cheating","valore proibitivo","authority/subversion","valore proibitivo","supporta"
"1094708196453826560","1094708515199946753","nessuna morale/off-topic",,"fairness/cheating","valore proibitivo","stesso argomento"
"1094965730657882112","1095057022092038144","nessuna morale/off-topic",,"nessuna morale/off-topic",,"stesso argomento"
"1094984164225572864","1094989802217320448","authority/subversion","valore proibitivo","fairness/cheating","valore proibitivo","attacca"
"1095067110659764226","1095220922150277120","loyalty/betrayal","valore proibitivo","care/harm","valore proibitivo","stesso argomento"
"1095070157758701570","1095253384884641792","care/harm","valore proibitivo",,"valore proibitivo","stesso argomento"
"1095072567138926593","1095074011887869953",,"valore proibitivo","care/harm","valore proibitivo","attacca"
"1095076662658715651","1095085055406411776","nessuna morale/off-topic",,,"valore proibitivo","attacca"
"1095677169630613509","1095679163233697792","fairness/cheating","valore proibitivo",,,"stesso argomento"
"1095707084883197952","1096490761351254017","authority/subversion","valore proibitivo","fairness/cheating","valore proibitivo","attacca"
"1096049525221924864","1096084067135770627","nessuna morale/off-topic",,"loyalty/betrayal","valore prescrittivo","stesso argomento"
"1096167101532946432","1096170252503797760",,"valore proibitivo","fairness/cheating","valore proibitivo","attacca"
"1096195393321349122","1096225576120172546",,"valore prescrittivo","fairness/cheating","valore prescrittivo","attacca"
"1096275410348896256","1096287283391725569",,"valore proibitivo","nessuna morale/off-topic",,"stesso argomento"
"1096451015770021889","1096809102645313536","nessuna morale/off-topic",,"care/harm","valore prescrittivo","stesso argomento"
"1096494797194518528","1096507035104002049","nessuna morale/off-topic",,"nessuna morale/off-topic",,"stesso argomento"
"1097138592575561728","1097140089786957824",,"valore proibitivo","fairness/cheating","valore proibitivo","attacca"
"1097625957756751873","1097629070630809602","authority/subversion","valore proibitivo","care/harm","valore proibitivo","attacca"
"1097901019042848770","1098197128667713537","care/harm","valore proibitivo","loyalty/betrayal","valore proibitivo","stesso argomento"
"1098194005421187072","1099218243376553985",,,,"valore proibitivo","supporta"
"1098328000922292236","1098328910478086147","fairness/cheating","valore proibitivo","loyalty/betrayal","valore prescrittivo","attacca"
"1098329911662731264","1098331033727045633","loyalty/betrayal","valore proibitivo",,"valore proibitivo","attacca"
"1098575751228637185","1098607971028910087","fairness/cheating","valore proibitivo",,,"attacca"
"1098615979549052928","1098890678120140800","loyalty/betrayal","valore proibitivo","fairness/cheating","valore prescrittivo","supporta"
"1098727082362834944","1098850708055621634","nessuna morale/off-topic",,"fairness/cheating",,"stesso argomento"
"1098916079085252609","1098934183295180800","purity/degradation","valore proibitivo",,"valore proibitivo","stesso argomento"
"1098934315260497920","1098936193708945408","nessuna morale/off-topic",,"fairness/cheating","valore prescrittivo","stesso argomento"
"1099109227992354818","1099180903232872448","fairness/cheating","valore proibitivo","fairness/cheating","valore proibitivo","attacca"
"1099297912708841472","1099606516796141568","care/harm","valore prescrittivo",,"valore prescrittivo","supporta"
"1099584367637250048","1099623601853161473",,"valore prescrittivo","fairness/cheating","valore proibitivo","attacca"
"1100183467420196864","1100313305158246400","nessuna morale/off-topic",,"loyalty/betrayal","valore proibitivo","attacca"
"1100286662423310336","1100325762392121344","nessuna morale/off-topic",,"nessuna morale/off-topic",,"stesso argomento"
"1100684978881466368","1100760981905596416","nessuna morale/off-topic",,,"valore proibitivo","stesso argomento"
"1100807139877105665","1100839802423988224",,"valore prescrittivo","fairness/cheating","valore proibitivo","attacca"
"1101044531326263296","1101212801496944642","fairness/cheating","valore proibitivo",,"valore proibitivo","stesso argomento"
"1101087644388376576","1101124284255223808","authority/subversion","valore proibitivo","fairness/cheating","valore proibitivo","attacca"
"1101105602355519490","1101105843230130176",,"valore proibitivo",,"valore proibitivo",
"1101434011761762304","1101436060477898754","loyalty/betrayal","valore proibitivo",,"valore prescrittivo","stesso argomento"
"1101473868655587328","1101500663148789760","nessuna morale/off-topic",,"loyalty/betrayal","valore proibitivo","nessuna"
"1101498110495387648","1101772550357610496","care/harm","valore prescrittivo",,"valore proibitivo","supporta"
"1102140808101269504","1102346591883673600",,"valore proibitivo",,"valore proibitivo","supporta"
"1102253115401797637","1102548229487509507",,"valore proibitivo","fairness/cheating","valore proibitivo","attacca"
"1102269468925923328","1102342653692264448","nessuna morale/off-topic",,"loyalty/betrayal","valore prescrittivo","nessuna"
"1102343458520469504","1102345709863555074",,,"authority/subversion","valore proibitivo","attacca"
"1102475903827877893","1102527779298570240","nessuna morale/off-topic",,,"valore prescrittivo","stesso argomento"
"1102498176022601728","1102535587309981696","nessuna morale/off-topic",,,"valore proibitivo","stesso argomento"
"1102665013297336322","1102687397425414144","care/harm","valore proibitivo","care/harm","valore proibitivo","attacca"
"1103210406271770624","1103238861755420673",,"valore proibitivo","fairness/cheating","valore proibitivo","supporta"
"1103239453433360384","1103300917548535809","care/harm","valore proibitivo",,"valore proibitivo","attacca"
"1103329056102252546","1103330144121483264",,"valore proibitivo","fairness/cheating","valore proibitivo","attacca"
"1103366287756087296","1103539607361257472","fairness/cheating","valore proibitivo","loyalty/betrayal","valore proibitivo","supporta"
"1103729561588695040","1103744865144315905","care/harm","valore proibitivo","loyalty/betrayal","valore proibitivo","supporta"
"1103775521035423745","1104825182236102657","care/harm","valore proibitivo","loyalty/betrayal","valore proibitivo","supporta"
"1104405955884863488","1104498338819383300","nessuna morale/off-topic",,"fairness/cheating","valore proibitivo","stesso argomento"
"1104533795255013376","1104679630852755457",,"valore proibitivo","fairness/cheating","valore proibitivo","supporta"
"1104692884165541888","1104693907986759682","fairness/cheating","valore proibitivo","fairness/cheating","valore proibitivo",
"1104826880899891202","1104853439195025408","nessuna morale/off-topic",,"loyalty/betrayal","valore proibitivo","stesso argomento"
"1104832985617055744","1104852582403588102","care/harm","valore proibitivo","loyalty/betrayal","valore proibitivo","attacca"
"1104839904419295232","1104851693076967425","care/harm","valore proibitivo","loyalty/betrayal","valore proibitivo",
"1104847694323949574","1104856543420391426","loyalty/betrayal","valore proibitivo","loyalty/betrayal","valore proibitivo","stesso argomento"
"1105000881068666880","1114793836868448256","nessuna morale/off-topic",,,"valore proibitivo","stesso argomento"
"1105763228762677248","1105767830832775168","fairness/cheating","valore proibitivo",,"valore proibitivo","stesso argomento"
"1105813149524152322","1106091306714042373","loyalty/betrayal","valore prescrittivo","fairness/cheating","valore prescrittivo","attacca"
"1105858475853316101","1105859998326886401","fairness/cheating","valore proibitivo","fairness/cheating","valore proibitivo","supporta"
"1106187621330571264","1106317329116336129","fairness/cheating","valore proibitivo","fairness/cheating","valore proibitivo","attacca"
"1106464001909755904","1106518873455636480","loyalty/betrayal","valore prescrittivo",,"valore proibitivo","attacca"
"1106532368427438081","1106630620367765505","care/harm","valore proibitivo",,"valore proibitivo","stesso argomento"
"1106822315453628416","1106884139754627074",,"valore proibitivo",,"valore proibitivo","supporta"
"1107949654992474114","1108310148097953792","authority/subversion","valore proibitivo","fairness/cheating","valore proibitivo","attacca"
"1108006013930754049","1108043124146868224","nessuna morale/off-topic",,"fairness/cheating","valore proibitivo","stesso argomento"
"1108047097578905600","1108376449738776576","fairness/cheating","valore proibitivo","loyalty/betrayal","valore proibitivo","attacca"
"1108050839296532481","1108051410522959874","fairness/cheating","valore proibitivo","fairness/cheating","valore proibitivo","stesso argomento"
"1108080283260256256","1108094004703514629","nessuna morale/off-topic",,"fairness/cheating","valore proibitivo","stesso argomento"
"1108133686892003328","1108640047623012353","loyalty/betrayal","valore proibitivo",,"valore proibitivo","attacca"
"1108348012139565057","1108764536427831297",,"valore prescrittivo","loyalty/betrayal","valore proibitivo","attacca"
"1108385423682912258","1108426050307063810",,"valore proibitivo","fairness/cheating","valore proibitivo","attacca"
"1108388817386553344","1108724485358784512","care/harm","valore proibitivo",,"valore proibitivo","stesso argomento"
"1108487889783087104","1108524155522158592","nessuna morale/off-topic",,,,"nessuna"
"1108730737732272130","1109034503970979840","fairness/cheating","valore proibitivo","loyalty/betrayal","valore proibitivo","attacca"
"1108736130462167040","1108741184317521921","care/harm","valore proibitivo","loyalty/betrayal","valore prescrittivo","stesso argomento"
"1108797731890491394","1108799346835947520","care/harm",,"loyalty/betrayal","valore proibitivo","attacca"
"1108807118138810368","1109216995084562435","fairness/cheating","valore proibitivo","nessuna morale/off-topic",,"stesso argomento"
"1108808481036005376","1109054916851585024","loyalty/betrayal","valore proibitivo","loyalty/betrayal","valore prescrittivo","attacca"
"1108850982207844359","1108854792418480128",,"valore prescrittivo","care/harm","valore prescrittivo","supporta"
"1108868803918733312","1108990284501843969",,,"fairness/cheating","valore prescrittivo","supporta"
"1109761447918108672","1109870900231487490","nessuna morale/off-topic",,"loyalty/betrayal","valore proibitivo","nessuna"
"1109782401381777408","1109784980450930688","fairness/cheating","valore proibitivo",,"valore proibitivo","attacca"
"1109807820122345473","1110518320619491328",,,"nessuna morale/off-topic",,
"1109899780153585664","1109903038410575873","nessuna morale/off-topic",,"nessuna morale/off-topic",,"nessuna"
"1110140115106582528","1110147441242845184",,"valore prescrittivo",,"valore proibitivo","stesso argomento"
"1110485486320144385","1110832245349208064",,"valore proibitivo","loyalty/betrayal","valore proibitivo","supporta"
"1110864749376491522","1110865713969938437",,"valore proibitivo",,"valore proibitivo","attacca"
"1111283953569357825","1111610743680626688",,"valore proibitivo",,"valore prescrittivo",
"1111399677482549253","1111399681714581505","fairness/cheating","valore proibitivo","fairness/cheating","valore proibitivo",
"1111568033938657282","1111613088682381314","care/harm","valore proibitivo","fairness/cheating","valore proibitivo","supporta"
"1112178931887681537","1112325147816534016","fairness/cheating","valore proibitivo",,"valore proibitivo","stesso argomento"
"1112600224843866113","1112607427810217985","care/harm","valore proibitivo","nessuna morale/off-topic",,"stesso argomento"
"1112607427810217985","1112617418059382785","care/harm",,"care/harm","valore proibitivo","stesso argomento"
"1112608842288979968","1112609370809008128","nessuna morale/off-topic",,"loyalty/betrayal","valore proibitivo","stesso argomento"
"1112969778992381952","1112978954229551104","authority/subversion","valore proibitivo",,"valore proibitivo","attacca"
"1112995224941445120","1113053278345072641","loyalty/betrayal","valore proibitivo","fairness/cheating","valore prescrittivo","supporta"
"1113102429724315650","1113105762111369217","nessuna morale/off-topic",,"loyalty/betrayal","valore proibitivo","stesso argomento"
"1113171296601477120","1113329025366335488","loyalty/betrayal","valore proibitivo","nessuna morale/off-topic",,"nessuna"
"1113337337830883328","1116666711946801159","nessuna morale/off-topic",,"fairness/cheating","valore proibitivo","nessuna"
"1113523790535958534","1113563349596372997","loyalty/betrayal","valore proibitivo",,"valore proibitivo","attacca"
"1114217412637884422","1114455877623406592","fairness/cheating","valore prescrittivo","fairness/cheating","valore proibitivo","attacca"
"1114794674219311105","1115168640003915781","care/harm","valore proibitivo","care/harm","valore proibitivo",
"1114905053297565698","1114946692917465088","loyalty/betrayal","valore proibitivo",,"valore proibitivo","stesso argomento"
"1114926390598565889","1114928594948587520","nessuna morale/off-topic",,"loyalty/betrayal","valore prescrittivo","stesso argomento"
"1115022113361022976","1115177991049547776",,,"loyalty/betrayal","valore proibitivo","stesso argomento"
"1115245357791940608","1115374394380038144","fairness/cheating","valore proibitivo","loyalty/betrayal","valore proibitivo","stesso argomento"
"1115485269015367681","1115488006239133697","authority/subversion","valore proibitivo",,"valore proibitivo","stesso argomento"
"1115567625059414017","1115568438800519168","loyalty/betrayal","valore proibitivo","loyalty/betrayal","valore prescrittivo","attacca"
"1115581559170584577","1115583219733344262","fairness/cheating","valore proibitivo","fairness/cheating","valore proibitivo","stesso argomento"
"1115584609826365441","1115597449949671426","fairness/cheating","valore proibitivo","fairness/cheating","valore prescrittivo","attacca"
"1115586119473692672","1115617387120943104","loyalty/betrayal","valore proibitivo","loyalty/betrayal","valore proibitivo","stesso argomento"
"1115890699411628033","1115898021701722112","nessuna morale/off-topic",,,"valore proibitivo","attacca"
"1115895875971186688","1115897552199737344","fairness/cheating","valore proibitivo","loyalty/betrayal","valore proibitivo","attacca"
"1116247298877599745","1116293273100922880",,"valore proibitivo","nessuna morale/off-topic",,"stesso argomento"
"1116607272438751232","1116607274066145280","fairness/cheating",,"loyalty/betrayal","valore proibitivo","stesso argomento"
"1116607274066145280","1116607275739693057","loyalty/betrayal","valore proibitivo","loyalty/betrayal","valore proibitivo","stesso argomento"
"1116635907296256000","1117103526302355456","loyalty/betrayal","valore proibitivo","fairness/cheating","valore proibitivo","attacca"
"1116644163485933568","1116660131943657472","loyalty/betrayal","valore proibitivo",,"valore prescrittivo","attacca"
"1116651253461934080","1116866483353731072","loyalty/betrayal","valore proibitivo","loyalty/betrayal","valore proibitivo","supporta"
"1116653530637635585","1116666943027732480","care/harm","valore prescrittivo","fairness/cheating","valore proibitivo","attacca"
"1116655635184201728","1116675183639695360","loyalty/betrayal","valore proibitivo",,"valore proibitivo","attacca"
"1116983257600593920","1117006826149765120","care/harm","valore proibitivo",,"valore proibitivo","stesso argomento"
"1117034964720156673","1117035402311847941","nessuna morale/off-topic",,,"valore proibitivo","nessuna"
"1117738900796080130","1117765290635485185",,"valore proibitivo","care/harm","valore prescrittivo",
"1118059219750719490","1118472745505959937","fairness/cheating","valore proibitivo",,"valore proibitivo","supporta"
"1118214477168742403","1118223873886044172","nessuna morale/off-topic",,"fairness/cheating","valore proibitivo","nessuna"
"1118240651026534401","1118522867166142464","loyalty/betrayal","valore proibitivo","fairness/cheating","valore proibitivo","attacca"
"1118409275834019840","1118412678073081856",,"valore proibitivo",,"valore proibitivo","stesso argomento"
"1118476700696887296","1118606038067044352","purity/degradation","valore prescrittivo","loyalty/betrayal","valore proibitivo","attacca"
"1118788652228853760","1118791391507824640",,,,"valore proibitivo","stesso argomento"
"1119226842970456065","1119229097346052096","loyalty/betrayal","valore proibitivo","care/harm","valore proibitivo","attacca"
"1119255267395420162","1119320736005525504",,"valore proibitivo",,"valore proibitivo","attacca"
"1119331595771633666","1121026628488966144","nessuna morale/off-topic",,,"valore proibitivo","stesso argomento"
"1119359583024291845","1119859263285936128","purity/degradation","valore proibitivo","purity/degradation","valore proibitivo","attacca"
"1119659679578316800","1120042763167444995","purity/degradation","valore proibitivo","purity/degradation","valore prescrittivo","attacca"
"1119890383528505349","1119912668276641792","loyalty/betrayal","valore prescrittivo",,,"attacca"
"1120224110943047680","1120303634305228803","nessuna morale/off-topic",,,"valore proibitivo","attacca"
"1120277566730805248","1121027268388765696","nessuna morale/off-topic",,,"valore proibitivo","stesso argomento"
"1120306743052066817","1120343988945420289","purity/degradation","valore proibitivo","loyalty/betrayal","valore proibitivo","attacca"
"1120353268188815360","1123202108919111681",,"valore proibitivo","care/harm",,"attacca"
"1120622203328974848","1120639089529819139","fairness/cheating","valore prescrittivo","fairness/cheating",,"supporta"
"1120652088390955009","1120953505060200448","nessuna morale/off-topic",,,,"stesso argomento"
"1120984409648369664","1121332730199982080","authority/subversion",,"fairness/cheating","valore prescrittivo","attacca"
"1121116193362980875","1121134110045560834",,"valore proibitivo","loyalty/betrayal","valore prescrittivo","attacca"
"1121358521784786944","1254048037229531137",,"valore prescrittivo",,"valore proibitivo","attacca"
"1121390500207001600","1121465414238769157","care/harm",,"nessuna morale/off-topic",,"stesso argomento"
"1121464856257925121","1121469664213729280",,,,"valore proibitivo","stesso argomento"
"1122199836189708289","1122384156955037696","loyalty/betrayal","valore proibitivo","nessuna morale/off-topic",,"attacca"
"1122202988490235906","1122436773781680128",,"valore proibitivo",,,
"1122857722595164164","1122883382315237378",,"valore prescrittivo",,"valore proibitivo","attacca"
"1123265698275446785","1123294628625752066","fairness/cheating",,"fairness/cheating","valore proibitivo","stesso argomento"
"1123659576627408896","1123906732760150017","loyalty/betrayal",,,,
"1123939804591337478","1123947304531181570","nessuna morale/off-topic",,,"valore proibitivo","stesso argomento"
"1124020542804242433","1124050570958995456","nessuna morale/off-topic",,"loyalty/betrayal",,"attacca"
"1124630787343699968","1124641943185711104","nessuna morale/off-topic",,"nessuna morale/off-topic",,
"1124656141668167683","1124677361579036672","nessuna morale/off-topic",,,"valore proibitivo","nessuna"
"1124940405936730112","1124944567260917761","nessuna morale/off-topic",,"loyalty/betrayal",,"nessuna"
"1125122788715565056","1125383890238046208",,"valore proibitivo","fairness/cheating","valore proibitivo","stesso argomento"
"1125315879917498369","1125318920846684160","fairness/cheating","valore proibitivo","fairness/cheating",,
"1125792938905280513","1125883937266466816",,,,,"attacca"
"1125806999403417600","1125859391595589632","loyalty/betrayal","valore proibitivo","fairness/cheating",,"attacca"
"1125866624869961729","1126060116229414913","fairness/cheating",,"care/harm","valore prescrittivo","stesso argomento"
"1125881953935339520","1126073336801501184",,"valore prescrittivo",,"valore proibitivo","supporta"
"1125892114229936129","1125893900324036608","loyalty/betrayal",,"nessuna morale/off-topic",,
"1126067708636876800","1126101160333578240",,"valore prescrittivo",,"valore proibitivo","supporta"
"1126491916416237569","1126533994416308227","nessuna morale/off-topic",,"authority/subversion",,"attacca"
"1127262707814678529","1127292478615375872","loyalty/betrayal",,"fairness/cheating","valore proibitivo","attacca"
"1127530288807018496","1127532723642490880","loyalty/betrayal","valore proibitivo","fairness/cheating",,"stesso argomento"
"1128078631752826881","1128157197827842050","fairness/cheating","valore prescrittivo","fairness/cheating","valore prescrittivo","supporta"
"1128499188592009216","1128775772452413441","nessuna morale/off-topic",,"nessuna morale/off-topic",,"attacca"
"1128649693364391937","1128654758762418184","loyalty/betrayal",,"care/harm",,"attacca"
"1128650517708771329","1128653822128218112","loyalty/betrayal",,"fairness/cheating","valore proibitivo","attacca"
"1128652273641500672","1128654354880315392","loyalty/betrayal",,"nessuna morale/off-topic",,"attacca"
"1128996364048896001","1129002458079010822","fairness/cheating","valore proibitivo","fairness/cheating",,"stesso argomento"
"1129002697846329345","1129097935067779073","nessuna morale/off-topic",,"fairness/cheating","valore proibitivo",
"1129140061445021697","1129472422183362561","nessuna morale/off-topic",,"nessuna morale/off-topic",,"stesso argomento"
"1129371644055740416","1129493183547793408","fairness/cheating","valore proibitivo","fairness/cheating","valore proibitivo","attacca"
"1129654169877528576","1129655920600993792",,"valore prescrittivo","care/harm",,"attacca"
"1129723473335607296","1129727089450672129","nessuna morale/off-topic",,"loyalty/betrayal","valore prescrittivo","attacca"
"1129995017500745728","1130165038579441664",,"valore proibitivo","loyalty/betrayal",,"attacca"
"1130054888489127936","1130073006045323264","purity/degradation",,"purity/degradation","valore proibitivo","supporta"
"1130061808767774721","1130083343494799361","loyalty/betrayal",,"fairness/cheating",,"attacca"
"1130110743725203456","1130112742050938880","loyalty/betrayal",,"care/harm","valore prescrittivo","attacca"
"1130148609167695872","1130428839971217408","loyalty/betrayal",,"nessuna morale/off-topic",,"attacca"
"1130419424262053888","1130561325887889408","loyalty/betrayal",,"fairness/cheating",,"attacca"
"1130507023622262787","1130540354971811842","loyalty/betrayal","valore proibitivo","purity/degradation","valore proibitivo","attacca"
"1130713210758225920","1130738874534322176",,"valore prescrittivo","authority/subversion",,"supporta"
"1130747565736120321","1130771166749184001",,"valore prescrittivo","nessuna morale/off-topic",,"stesso argomento"
"1131458412519333889","1131459031170736128","nessuna morale/off-topic",,"care/harm","valore prescrittivo","supporta"
"1132326594813538304","1132549627880906753",,,,,"stesso argomento"
"1132399944877432832","1132562409753862144",,"valore prescrittivo","fairness/cheating","valore prescrittivo","attacca"
"1132522077586710528","1132522620430290945","care/harm",,,"valore proibitivo","supporta"
"1132765296098533378","1132903962989006854","nessuna morale/off-topic",,,,"nessuna"
"1132769844338843653","1132773777388068864","nessuna morale/off-topic",,"loyalty/betrayal",,"stesso argomento"
"1132961144937877504","1133404178330640385","nessuna morale/off-topic",,"nessuna morale/off-topic",,"nessuna"
"1132992826080399360","1132994435489443840","care/harm","valore proibitivo","purity/degradation","valore proibitivo","stesso argomento"
"1133091670025809920","1133367772002570241","fairness/cheating",,"fairness/cheating",,"supporta"
"1133662472634818560","1133856172069531650",,,"fairness/cheating","valore proibitivo","supporta"
"1133727096851849217","1133748595201646593",,"valore proibitivo","fairness/cheating",,"attacca"
"1133748619654434816","1134178210978177024","fairness/cheating","valore proibitivo","loyalty/betrayal","valore proibitivo","supporta"
"1134000384731701250","1134000946491662337","nessuna morale/off-topic",,"nessuna morale/off-topic",,"stesso argomento"
"1134045484769787905","1134159847363100673","fairness/cheating","valore proibitivo","fairness/cheating","valore prescrittivo","attacca"
"1134344998114275328","1134800867746557953","fairness/cheating","valore prescrittivo","fairness/cheating",,"supporta"
"1134609078003613696","1134742513892364288","nessuna morale/off-topic",,"loyalty/betrayal",,
"1135128115158618113","1135312048286576640","authority/subversion","valore prescrittivo","nessuna morale/off-topic",,"supporta"
"1135153616233390080","1135252246286000130","care/harm",,,,
"1135189029710979072","1135191672655159297","nessuna morale/off-topic",,,"valore proibitivo",
